t1,value,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
66.0,1882522.0,68.0,63.0,68.0,68.0,70.0,69.0,72.0,64.0,71.0,69.0
65.0,1733992.0,65.0,64.0,66.0,64.0,67.0,66.0,68.0,62.0,68.0,67.0
65.0,1532570.0,66.0,64.0,65.0,63.0,67.0,66.0,65.0,61.0,67.0,63.0
64.0,1354333.0,62.0,61.0,63.0,63.0,65.0,65.0,63.0,61.0,65.0,61.0
63.0,1224660.0,61.0,58.0,63.0,61.0,63.0,63.0,63.0,61.0,64.0,60.0
63.0,1154669.0,60.0,56.0,63.0,59.0,64.0,63.0,61.0,59.0,64.0,58.0
61.0,1112104.0,59.0,56.0,62.0,59.0,62.0,64.0,61.0,60.0,62.0,58.0
61.0,1102625.0,59.0,54.0,62.0,56.0,62.0,63.0,61.0,59.0,62.0,59.0
59.0,1138856.0,58.0,54.0,62.0,57.0,62.0,63.0,60.0,58.0,62.0,57.0
59.0,1233959.0,57.0,54.0,61.0,57.0,61.0,63.0,60.0,57.0,61.0,56.0
60.0,1442623.0,57.0,54.0,61.0,56.0,60.0,63.0,59.0,57.0,61.0,55.0
65.0,1474723.0,59.0,58.0,63.0,60.0,62.0,65.0,62.0,60.0,63.0,59.0
73.0,1455028.0,66.0,66.0,71.0,68.0,69.0,70.0,71.0,67.0,70.0,64.0
80.0,1512887.0,72.0,75.0,77.0,75.0,73.0,78.0,77.0,73.0,73.0,72.0
81.0,1590381.0,78.0,78.0,79.0,79.0,78.0,81.0,80.0,78.0,78.0,81.0
83.0,1688589.0,80.0,81.0,82.0,83.0,80.0,84.0,83.0,82.0,80.0,83.0
85.0,1790649.0,82.0,82.0,84.0,83.0,82.0,86.0,87.0,83.0,83.0,86.0
85.0,1911087.0,84.0,82.0,85.0,85.0,85.0,88.0,86.0,85.0,86.0,87.0
83.0,2005031.0,85.0,82.0,86.0,85.0,85.0,89.0,87.0,87.0,85.0,89.0
83.0,2037677.0,85.0,83.0,87.0,85.0,85.0,89.0,88.0,86.0,87.0,89.0
82.0,2049954.0,85.0,83.0,86.0,83.0,85.0,88.0,87.0,84.0,86.0,88.0
79.0,2111140.0,83.0,80.0,84.0,81.0,83.0,86.0,85.0,83.0,84.0,87.0
76.0,2105108.0,80.0,77.0,79.0,76.0,80.0,82.0,81.0,80.0,81.0,82.0
74.0,2091912.0,72.0,74.0,74.0,74.0,72.0,77.0,76.0,75.0,75.0,77.0
73.0,2010714.0,71.0,73.0,73.0,73.0,72.0,77.0,75.0,73.0,73.0,73.0
73.0,1912796.0,67.0,72.0,72.0,71.0,69.0,76.0,73.0,71.0,71.0,71.0
73.0,1698163.0,65.0,71.0,71.0,69.0,68.0,74.0,72.0,71.0,70.0,70.0
72.0,1488727.0,64.0,70.0,71.0,69.0,66.0,73.0,70.0,70.0,67.0,68.0
71.0,1345431.0,63.0,70.0,68.0,69.0,66.0,72.0,69.0,69.0,68.0,68.0
71.0,1260928.0,64.0,71.0,68.0,69.0,67.0,72.0,66.0,67.0,67.0,64.0
70.0,1212083.0,65.0,70.0,67.0,68.0,65.0,71.0,65.0,67.0,65.0,65.0
68.0,1185884.0,63.0,70.0,65.0,68.0,65.0,70.0,63.0,67.0,65.0,65.0
67.0,1207958.0,64.0,69.0,66.0,67.0,65.0,69.0,64.0,66.0,65.0,64.0
67.0,1306951.0,63.0,70.0,67.0,68.0,66.0,68.0,64.0,66.0,66.0,63.0
69.0,1528436.0,63.0,68.0,67.0,69.0,65.0,67.0,64.0,66.0,66.0,64.0
72.0,1598513.0,64.0,71.0,69.0,71.0,66.0,69.0,67.0,69.0,67.0,64.0
78.0,1615845.0,70.0,74.0,73.0,76.0,71.0,75.0,73.0,73.0,72.0,72.0
81.0,1706593.0,75.0,78.0,79.0,80.0,79.0,82.0,80.0,81.0,80.0,77.0
84.0,1846753.0,81.0,82.0,84.0,83.0,83.0,88.0,86.0,86.0,84.0,82.0
87.0,1978349.0,83.0,85.0,88.0,88.0,87.0,92.0,89.0,89.0,89.0,85.0
89.0,2114368.0,87.0,87.0,89.0,90.0,89.0,93.0,91.0,91.0,91.0,88.0
90.0,2218357.0,88.0,88.0,91.0,91.0,90.0,96.0,93.0,92.0,92.0,89.0
90.0,2220372.0,89.0,89.0,92.0,92.0,92.0,97.0,95.0,92.0,94.0,89.0
90.0,2192696.0,90.0,88.0,92.0,89.0,92.0,96.0,95.0,81.0,95.0,89.0
90.0,2130947.0,88.0,88.0,92.0,87.0,91.0,89.0,95.0,81.0,93.0,87.0
88.0,2136153.0,85.0,87.0,89.0,84.0,89.0,82.0,92.0,75.0,91.0,80.0
83.0,2138339.0,78.0,82.0,82.0,82.0,82.0,80.0,83.0,72.0,83.0,75.0
80.0,2080687.0,75.0,80.0,79.0,80.0,79.0,76.0,82.0,71.0,80.0,73.0
77.0,1987186.0,76.0,80.0,78.0,78.0,77.0,76.0,80.0,69.0,79.0,72.0
79.0,1902907.0,74.0,79.0,77.0,76.0,77.0,74.0,80.0,70.0,78.0,72.0
79.0,1744430.0,72.0,77.0,75.0,76.0,75.0,74.0,79.0,70.0,77.0,71.0
77.0,1576808.0,71.0,75.0,75.0,76.0,74.0,73.0,79.0,71.0,74.0,71.0
77.0,1429852.0,69.0,75.0,74.0,75.0,71.0,72.0,76.0,69.0,72.0,69.0
76.0,1327694.0,69.0,74.0,74.0,73.0,71.0,71.0,75.0,69.0,72.0,69.0
74.0,1259476.0,71.0,73.0,74.0,73.0,73.0,70.0,73.0,67.0,73.0,69.0
76.0,1229330.0,70.0,72.0,73.0,72.0,72.0,70.0,73.0,66.0,72.0,69.0
76.0,1207621.0,69.0,71.0,73.0,71.0,71.0,69.0,73.0,65.0,72.0,69.0
76.0,1226445.0,67.0,72.0,72.0,71.0,70.0,68.0,72.0,65.0,71.0,67.0
75.0,1283578.0,67.0,71.0,73.0,71.0,70.0,68.0,72.0,64.0,70.0,66.0
75.0,1366262.0,67.0,70.0,74.0,71.0,70.0,68.0,73.0,64.0,71.0,65.0
75.0,1463994.0,68.0,70.0,78.0,71.0,71.0,70.0,74.0,65.0,71.0,66.0
77.0,1530884.0,68.0,72.0,79.0,72.0,73.0,72.0,75.0,66.0,73.0,66.0
77.0,1546871.0,70.0,73.0,79.0,72.0,73.0,74.0,77.0,68.0,73.0,67.0
79.0,1541751.0,72.0,73.0,81.0,74.0,75.0,74.0,79.0,68.0,75.0,68.0
78.0,1533002.0,74.0,73.0,81.0,75.0,77.0,74.0,80.0,69.0,77.0,70.0
76.0,1518573.0,75.0,73.0,83.0,73.0,78.0,74.0,80.0,70.0,78.0,72.0
77.0,1496979.0,77.0,73.0,82.0,71.0,79.0,74.0,80.0,70.0,79.0,72.0
75.0,1466249.0,76.0,72.0,80.0,71.0,78.0,74.0,78.0,70.0,78.0,71.0
75.0,1443010.0,75.0,71.0,80.0,71.0,77.0,74.0,77.0,68.0,76.0,71.0
74.0,1454251.0,74.0,71.0,78.0,70.0,75.0,73.0,76.0,68.0,75.0,71.0
74.0,1514892.0,71.0,70.0,75.0,68.0,72.0,73.0,75.0,67.0,73.0,69.0
74.0,1537380.0,69.0,69.0,74.0,66.0,72.0,72.0,74.0,67.0,73.0,67.0
73.0,1508055.0,67.0,68.0,74.0,67.0,71.0,72.0,74.0,67.0,71.0,66.0
73.0,1451972.0,66.0,66.0,73.0,63.0,71.0,72.0,73.0,67.0,71.0,66.0
73.0,1349915.0,67.0,65.0,73.0,63.0,70.0,70.0,72.0,66.0,70.0,66.0
71.0,1229202.0,66.0,63.0,72.0,62.0,69.0,70.0,72.0,66.0,70.0,66.0
71.0,1132007.0,65.0,62.0,70.0,61.0,69.0,70.0,70.0,65.0,70.0,66.0
71.0,1059008.0,65.0,62.0,69.0,60.0,68.0,69.0,69.0,65.0,69.0,66.0
68.0,1020248.0,65.0,61.0,69.0,59.0,67.0,68.0,66.0,65.0,68.0,66.0
65.0,995667.0,65.0,62.0,69.0,60.0,67.0,67.0,67.0,65.0,67.0,65.0
65.0,1001172.0,65.0,62.0,68.0,59.0,67.0,67.0,68.0,64.0,68.0,64.0
65.0,1022240.0,65.0,60.0,67.0,60.0,66.0,67.0,68.0,65.0,68.0,66.0
65.0,1071575.0,65.0,59.0,65.0,60.0,67.0,67.0,66.0,65.0,68.0,66.0
66.0,1145864.0,66.0,63.0,68.0,63.0,67.0,68.0,68.0,65.0,68.0,67.0
75.0,1315009.0,68.0,69.0,72.0,70.0,69.0,70.0,70.0,66.0,70.0,70.0
78.0,1435128.0,70.0,73.0,77.0,74.0,71.0,72.0,73.0,67.0,71.0,72.0
80.0,1480494.0,72.0,74.0,78.0,76.0,74.0,73.0,75.0,71.0,74.0,73.0
80.0,1523122.0,74.0,75.0,79.0,78.0,75.0,75.0,78.0,73.0,77.0,74.0
80.0,1571134.0,74.0,77.0,80.0,79.0,76.0,79.0,80.0,74.0,79.0,75.0
80.0,1604341.0,76.0,77.0,80.0,79.0,77.0,81.0,80.0,75.0,79.0,75.0
81.0,1608932.0,75.0,78.0,81.0,79.0,77.0,80.0,80.0,74.0,79.0,76.0
79.0,1571093.0,76.0,78.0,81.0,79.0,78.0,81.0,80.0,75.0,79.0,76.0
79.0,1570601.0,75.0,76.0,81.0,76.0,78.0,79.0,80.0,74.0,79.0,76.0
75.0,1621879.0,74.0,75.0,80.0,74.0,76.0,78.0,78.0,74.0,78.0,74.0
73.0,1676713.0,73.0,71.0,74.0,72.0,74.0,75.0,74.0,72.0,76.0,73.0
71.0,1698855.0,71.0,67.0,72.0,69.0,72.0,74.0,70.0,72.0,72.0,73.0
68.0,1687861.0,71.0,65.0,71.0,67.0,71.0,72.0,70.0,70.0,71.0,72.0
66.0,1599022.0,70.0,66.0,70.0,66.0,69.0,70.0,70.0,66.0,70.0,72.0
66.0,1436041.0,71.0,62.0,66.0,65.0,69.0,70.0,68.0,66.0,69.0,72.0
67.0,1283006.0,72.0,63.0,67.0,64.0,70.0,68.0,68.0,66.0,69.0,72.0
70.0,1176468.0,71.0,65.0,68.0,64.0,69.0,68.0,66.0,65.0,68.0,72.0
71.0,1122159.0,71.0,65.0,68.0,64.0,69.0,68.0,66.0,66.0,69.0,72.0
67.0,1092201.0,70.0,65.0,66.0,65.0,68.0,68.0,66.0,66.0,69.0,72.0
67.0,1090982.0,70.0,65.0,66.0,65.0,68.0,67.0,66.0,65.0,69.0,71.0
65.0,1119562.0,71.0,68.0,66.0,66.0,68.0,68.0,66.0,66.0,70.0,71.0
65.0,1237170.0,71.0,68.0,65.0,68.0,68.0,66.0,64.0,66.0,70.0,72.0
65.0,1456689.0,72.0,68.0,64.0,69.0,68.0,68.0,64.0,68.0,70.0,72.0
71.0,1533532.0,72.0,69.0,68.0,69.0,70.0,70.0,67.0,69.0,71.0,73.0
76.0,1522973.0,72.0,71.0,73.0,73.0,71.0,72.0,70.0,71.0,73.0,72.0
80.0,1564435.0,74.0,74.0,79.0,77.0,76.0,77.0,78.0,74.0,77.0,75.0
81.0,1632683.0,75.0,78.0,82.0,79.0,78.0,81.0,81.0,76.0,79.0,78.0
83.0,1681868.0,77.0,80.0,84.0,82.0,79.0,83.0,82.0,79.0,81.0,78.0
84.0,1708958.0,78.0,82.0,84.0,85.0,80.0,83.0,83.0,78.0,82.0,78.0
84.0,1753898.0,75.0,84.0,86.0,84.0,81.0,83.0,86.0,80.0,82.0,77.0
84.0,1795906.0,74.0,84.0,87.0,85.0,80.0,85.0,84.0,81.0,81.0,77.0
83.0,1763753.0,73.0,82.0,85.0,83.0,79.0,83.0,84.0,78.0,80.0,73.0
84.0,1761449.0,71.0,81.0,84.0,82.0,77.0,82.0,84.0,75.0,79.0,74.0
82.0,1782042.0,71.0,79.0,82.0,79.0,76.0,80.0,81.0,73.0,77.0,73.0
81.0,1847690.0,70.0,76.0,81.0,78.0,75.0,76.0,81.0,71.0,75.0,72.0
81.0,1849250.0,70.0,74.0,80.0,76.0,73.0,73.0,76.0,71.0,72.0,71.0
80.0,1830648.0,69.0,74.0,77.0,75.0,71.0,73.0,73.0,71.0,72.0,71.0
76.0,1760370.0,69.0,72.0,74.0,73.0,70.0,73.0,72.0,71.0,72.0,72.0
74.0,1551969.0,68.0,72.0,73.0,72.0,70.0,73.0,72.0,70.0,71.0,70.0
73.0,1359438.0,68.0,71.0,72.0,72.0,70.0,72.0,72.0,68.0,71.0,70.0
73.0,1233433.0,66.0,72.0,72.0,72.0,69.0,71.0,72.0,67.0,70.0,70.0
74.0,1160975.0,64.0,72.0,72.0,72.0,68.0,70.0,72.0,65.0,69.0,66.0
74.0,1115621.0,62.0,71.0,72.0,71.0,67.0,68.0,70.0,65.0,67.0,66.0
73.0,1099574.0,61.0,71.0,71.0,71.0,66.0,68.0,70.0,63.0,66.0,65.0
73.0,1102807.0,61.0,69.0,71.0,69.0,65.0,67.0,69.0,65.0,65.0,64.0
73.0,1192250.0,59.0,68.0,70.0,68.0,64.0,68.0,69.0,65.0,65.0,63.0
73.0,1401246.0,59.0,66.0,69.0,66.0,63.0,66.0,69.0,62.0,64.0,64.0
73.0,1452822.0,61.0,67.0,70.0,66.0,66.0,67.0,69.0,63.0,66.0,60.0
73.0,1419818.0,67.0,68.0,72.0,68.0,70.0,70.0,71.0,67.0,71.0,67.0
75.0,1457640.0,69.0,71.0,75.0,69.0,72.0,73.0,74.0,69.0,74.0,69.0
75.0,1499009.0,72.0,72.0,77.0,73.0,75.0,74.0,77.0,71.0,77.0,71.0
76.0,1534971.0,74.0,74.0,79.0,73.0,78.0,76.0,79.0,73.0,80.0,73.0
78.0,1576110.0,76.0,76.0,80.0,75.0,80.0,78.0,81.0,75.0,81.0,77.0
76.0,1622863.0,77.0,77.0,81.0,78.0,81.0,79.0,81.0,76.0,82.0,79.0
77.0,1639300.0,79.0,77.0,82.0,78.0,82.0,81.0,83.0,78.0,83.0,79.0
78.0,1659448.0,79.0,77.0,82.0,77.0,82.0,82.0,82.0,79.0,83.0,79.0
76.0,1714171.0,79.0,77.0,81.0,77.0,82.0,81.0,83.0,78.0,83.0,79.0
75.0,1739711.0,78.0,75.0,80.0,74.0,80.0,80.0,80.0,77.0,81.0,79.0
71.0,1714088.0,70.0,70.0,71.0,70.0,71.0,74.0,72.0,70.0,73.0,72.0
66.0,1710528.0,63.0,69.0,65.0,67.0,65.0,66.0,65.0,63.0,67.0,65.0
66.0,1669493.0,60.0,61.0,63.0,63.0,63.0,63.0,65.0,58.0,64.0,60.0
64.0,1536795.0,58.0,59.0,61.0,60.0,63.0,61.0,57.0,56.0,62.0,58.0
62.0,1340510.0,58.0,58.0,60.0,59.0,63.0,58.0,56.0,55.0,60.0,54.0
60.0,1166390.0,58.0,55.0,59.0,57.0,62.0,58.0,54.0,53.0,59.0,53.0
59.0,1055035.0,57.0,57.0,58.0,55.0,60.0,56.0,54.0,51.0,59.0,51.0
59.0,1005113.0,53.0,56.0,56.0,56.0,55.0,54.0,51.0,52.0,55.0,50.0
58.0,970007.0,50.0,56.0,55.0,53.0,53.0,55.0,52.0,53.0,53.0,49.0
58.0,969212.0,51.0,54.0,54.0,53.0,53.0,54.0,50.0,52.0,53.0,48.0
56.0,988485.0,52.0,54.0,54.0,54.0,54.0,54.0,50.0,51.0,53.0,47.0
55.0,1107868.0,51.0,54.0,54.0,53.0,55.0,52.0,50.0,48.0,53.0,46.0
57.0,1330439.0,51.0,53.0,53.0,52.0,54.0,51.0,51.0,46.0,52.0,45.0
61.0,1384090.0,50.0,56.0,57.0,56.0,55.0,54.0,56.0,50.0,55.0,47.0
70.0,1328808.0,59.0,65.0,66.0,65.0,63.0,62.0,63.0,59.0,63.0,54.0
75.0,1331680.0,64.0,70.0,72.0,71.0,68.0,69.0,70.0,64.0,68.0,62.0
75.0,1365973.0,70.0,70.0,76.0,74.0,71.0,74.0,74.0,70.0,72.0,70.0
78.0,1386753.0,74.0,73.0,78.0,74.0,74.0,78.0,78.0,74.0,75.0,73.0
78.0,1417376.0,76.0,76.0,79.0,77.0,77.0,80.0,80.0,75.0,78.0,76.0
80.0,1436202.0,78.0,76.0,81.0,77.0,79.0,81.0,81.0,76.0,80.0,79.0
78.0,1476924.0,79.0,78.0,81.0,78.0,80.0,83.0,81.0,78.0,81.0,79.0
78.0,1544810.0,79.0,77.0,82.0,77.0,80.0,82.0,82.0,79.0,81.0,79.0
76.0,1605139.0,79.0,75.0,81.0,75.0,80.0,81.0,81.0,78.0,81.0,79.0
75.0,1638024.0,78.0,74.0,78.0,73.0,79.0,80.0,80.0,77.0,80.0,77.0
72.0,1617080.0,71.0,69.0,72.0,69.0,71.0,75.0,74.0,72.0,72.0,73.0
68.0,1655484.0,66.0,64.0,69.0,66.0,64.0,72.0,66.0,65.0,66.0,70.0
65.0,1626645.0,63.0,63.0,65.0,65.0,62.0,69.0,66.0,64.0,63.0,67.0
65.0,1523076.0,64.0,64.0,64.0,64.0,60.0,69.0,65.0,63.0,63.0,65.0
68.0,1356206.0,66.0,61.0,64.0,65.0,64.0,67.0,65.0,60.0,64.0,64.0
69.0,1186676.0,64.0,64.0,64.0,65.0,62.0,65.0,65.0,61.0,62.0,63.0
71.0,1085820.0,62.0,63.0,63.0,64.0,60.0,64.0,64.0,60.0,61.0,61.0
69.0,1028039.0,63.0,61.0,61.0,62.0,61.0,65.0,61.0,61.0,62.0,60.0
66.0,1003849.0,63.0,60.0,60.0,62.0,61.0,64.0,62.0,61.0,61.0,63.0
66.0,993020.0,64.0,61.0,59.0,63.0,61.0,63.0,60.0,61.0,61.0,63.0
64.0,1026934.0,63.0,63.0,58.0,64.0,60.0,63.0,60.0,61.0,61.0,64.0
66.0,1140382.0,63.0,63.0,59.0,65.0,60.0,64.0,61.0,61.0,61.0,63.0
67.0,1365767.0,63.0,65.0,61.0,65.0,60.0,64.0,63.0,61.0,62.0,65.0
71.0,1420167.0,60.0,67.0,65.0,67.0,62.0,66.0,65.0,63.0,63.0,63.0
74.0,1388311.0,63.0,71.0,72.0,71.0,66.0,70.0,71.0,65.0,69.0,67.0
77.0,1421067.0,65.0,74.0,76.0,75.0,71.0,73.0,74.0,66.0,73.0,66.0
81.0,1445606.0,65.0,76.0,80.0,79.0,74.0,75.0,77.0,67.0,74.0,65.0
81.0,1434987.0,65.0,75.0,82.0,77.0,75.0,74.0,79.0,68.0,74.0,69.0
81.0,1470022.0,69.0,72.0,83.0,73.0,77.0,74.0,81.0,73.0,76.0,70.0
82.0,1499819.0,71.0,73.0,83.0,68.0,78.0,74.0,81.0,73.0,78.0,73.0
81.0,1498867.0,72.0,69.0,83.0,65.0,78.0,78.0,81.0,75.0,79.0,72.0
75.0,1508513.0,73.0,68.0,82.0,66.0,78.0,77.0,81.0,77.0,80.0,71.0
73.0,1519606.0,70.0,69.0,80.0,70.0,77.0,77.0,80.0,74.0,79.0,69.0
71.0,1534883.0,69.0,70.0,79.0,72.0,76.0,75.0,80.0,73.0,78.0,67.0
69.0,1504142.0,65.0,66.0,77.0,68.0,71.0,72.0,74.0,66.0,72.0,64.0
68.0,1542862.0,61.0,61.0,72.0,65.0,68.0,68.0,72.0,64.0,69.0,60.0
66.0,1528054.0,57.0,64.0,71.0,64.0,67.0,66.0,71.0,61.0,67.0,56.0
67.0,1455984.0,55.0,63.0,71.0,61.0,64.0,63.0,69.0,58.0,64.0,53.0
67.0,1290490.0,54.0,61.0,69.0,59.0,63.0,61.0,68.0,56.0,62.0,52.0
66.0,1133579.0,52.0,59.0,68.0,58.0,62.0,59.0,64.0,55.0,60.0,47.0
65.0,1064502.0,49.0,58.0,67.0,55.0,59.0,55.0,63.0,53.0,58.0,44.0
63.0,1021865.0,45.0,56.0,65.0,53.0,56.0,52.0,63.0,49.0,56.0,44.0
62.0,995613.0,44.0,53.0,63.0,51.0,54.0,52.0,61.0,47.0,54.0,43.0
61.0,997720.0,47.0,52.0,61.0,49.0,55.0,49.0,57.0,44.0,54.0,42.0
59.0,1026747.0,46.0,51.0,61.0,48.0,53.0,50.0,55.0,44.0,52.0,39.0
58.0,1145440.0,45.0,51.0,60.0,48.0,53.0,48.0,55.0,44.0,53.0,39.0
57.0,1383144.0,45.0,47.0,60.0,47.0,52.0,48.0,54.0,42.0,51.0,39.0
57.0,1446692.0,46.0,51.0,61.0,49.0,54.0,49.0,57.0,44.0,53.0,40.0
62.0,1384190.0,50.0,56.0,63.0,56.0,58.0,57.0,62.0,53.0,58.0,46.0
65.0,1341309.0,52.0,60.0,68.0,60.0,61.0,63.0,64.0,57.0,61.0,52.0
68.0,1320852.0,58.0,63.0,70.0,62.0,65.0,66.0,68.0,62.0,65.0,59.0
70.0,1319825.0,62.0,65.0,72.0,65.0,68.0,70.0,71.0,65.0,68.0,63.0
71.0,1318079.0,65.0,66.0,73.0,66.0,69.0,70.0,72.0,65.0,69.0,66.0
72.0,1312683.0,68.0,67.0,74.0,67.0,71.0,72.0,72.0,68.0,71.0,67.0
71.0,1312386.0,68.0,67.0,73.0,67.0,70.0,73.0,73.0,69.0,71.0,70.0
70.0,1304232.0,69.0,68.0,74.0,68.0,71.0,72.0,74.0,69.0,72.0,70.0
69.0,1363878.0,70.0,68.0,72.0,67.0,71.0,72.0,73.0,69.0,72.0,71.0
66.0,1414053.0,69.0,64.0,70.0,65.0,69.0,71.0,71.0,69.0,71.0,70.0
62.0,1418751.0,63.0,57.0,64.0,58.0,65.0,66.0,66.0,61.0,66.0,64.0
57.0,1452376.0,59.0,52.0,61.0,54.0,64.0,59.0,63.0,54.0,63.0,59.0
57.0,1464614.0,57.0,51.0,58.0,54.0,63.0,57.0,62.0,53.0,61.0,53.0
55.0,1411403.0,56.0,50.0,56.0,51.0,61.0,57.0,60.0,49.0,61.0,51.0
55.0,1308879.0,55.0,49.0,56.0,50.0,59.0,55.0,55.0,48.0,59.0,49.0
55.0,1190675.0,51.0,49.0,54.0,49.0,57.0,53.0,52.0,47.0,56.0,49.0
54.0,1089639.0,49.0,46.0,53.0,47.0,56.0,52.0,50.0,47.0,55.0,47.0
54.0,1030571.0,49.0,47.0,53.0,46.0,56.0,50.0,50.0,46.0,55.0,45.0
53.0,1002446.0,50.0,45.0,53.0,46.0,57.0,49.0,49.0,45.0,56.0,45.0
55.0,986648.0,52.0,45.0,54.0,46.0,57.0,49.0,49.0,44.0,56.0,45.0
53.0,999285.0,52.0,43.0,57.0,46.0,58.0,48.0,49.0,44.0,56.0,44.0
55.0,1042708.0,51.0,44.0,58.0,45.0,59.0,50.0,51.0,46.0,56.0,44.0
53.0,1119002.0,50.0,43.0,58.0,45.0,58.0,50.0,51.0,44.0,55.0,42.0
57.0,1196012.0,51.0,51.0,61.0,49.0,59.0,50.0,56.0,46.0,57.0,45.0
65.0,1319310.0,57.0,59.0,66.0,60.0,63.0,61.0,64.0,55.0,62.0,53.0
72.0,1365144.0,62.0,66.0,72.0,67.0,66.0,67.0,72.0,62.0,67.0,63.0
73.0,1353345.0,68.0,68.0,75.0,69.0,72.0,72.0,74.0,68.0,72.0,69.0
74.0,1338714.0,72.0,70.0,76.0,72.0,74.0,75.0,77.0,71.0,75.0,73.0
76.0,1336617.0,76.0,71.0,79.0,72.0,77.0,78.0,79.0,74.0,78.0,78.0
74.0,1352848.0,78.0,73.0,80.0,73.0,78.0,80.0,81.0,77.0,80.0,80.0
74.0,1373483.0,79.0,74.0,80.0,73.0,79.0,81.0,81.0,78.0,80.0,81.0
73.0,1396186.0,80.0,73.0,80.0,73.0,80.0,81.0,81.0,78.0,81.0,80.0
72.0,1422459.0,80.0,72.0,78.0,71.0,80.0,80.0,80.0,78.0,81.0,80.0
70.0,1462230.0,79.0,70.0,73.0,67.0,79.0,77.0,79.0,75.0,80.0,78.0
65.0,1446198.0,70.0,63.0,70.0,62.0,71.0,73.0,72.0,68.0,73.0,72.0
61.0,1504345.0,65.0,60.0,66.0,60.0,67.0,68.0,69.0,63.0,67.0,65.0
62.0,1471550.0,61.0,58.0,63.0,57.0,64.0,64.0,65.0,61.0,65.0,62.0
59.0,1390463.0,59.0,55.0,60.0,55.0,62.0,62.0,62.0,58.0,63.0,59.0
57.0,1277547.0,57.0,55.0,57.0,54.0,60.0,59.0,55.0,56.0,60.0,56.0
57.0,1144998.0,57.0,52.0,56.0,54.0,60.0,57.0,55.0,55.0,60.0,56.0
56.0,1045025.0,55.0,53.0,55.0,52.0,57.0,57.0,54.0,54.0,58.0,54.0
56.0,997565.0,54.0,52.0,54.0,51.0,55.0,56.0,54.0,54.0,56.0,53.0
55.0,959029.0,54.0,52.0,54.0,51.0,55.0,55.0,53.0,53.0,56.0,52.0
55.0,948222.0,54.0,51.0,53.0,51.0,55.0,55.0,52.0,51.0,56.0,52.0
54.0,944712.0,55.0,49.0,52.0,49.0,56.0,54.0,51.0,51.0,55.0,51.0
54.0,970401.0,53.0,49.0,52.0,48.0,54.0,53.0,52.0,50.0,54.0,49.0
54.0,1028068.0,52.0,46.0,52.0,49.0,54.0,53.0,50.0,50.0,53.0,49.0
58.0,1123033.0,53.0,52.0,55.0,51.0,55.0,54.0,52.0,51.0,55.0,49.0
67.0,1276424.0,58.0,61.0,64.0,60.0,62.0,62.0,63.0,60.0,62.0,55.0
72.0,1352635.0,63.0,68.0,71.0,68.0,68.0,69.0,70.0,65.0,68.0,62.0
72.0,1361991.0,68.0,72.0,76.0,72.0,72.0,75.0,75.0,70.0,73.0,69.0
76.0,1376817.0,74.0,73.0,77.0,74.0,75.0,78.0,78.0,74.0,76.0,74.0
76.0,1408349.0,79.0,75.0,78.0,75.0,79.0,81.0,80.0,77.0,80.0,80.0
76.0,1447450.0,80.0,75.0,80.0,76.0,80.0,82.0,81.0,79.0,81.0,81.0
74.0,1484420.0,81.0,76.0,80.0,76.0,81.0,84.0,81.0,81.0,82.0,82.0
74.0,1534304.0,82.0,77.0,80.0,76.0,82.0,82.0,81.0,80.0,83.0,83.0
72.0,1560601.0,81.0,74.0,77.0,74.0,81.0,81.0,81.0,80.0,82.0,82.0
71.0,1590009.0,80.0,72.0,74.0,71.0,79.0,79.0,78.0,78.0,80.0,81.0
67.0,1580911.0,74.0,65.0,67.0,63.0,73.0,72.0,71.0,71.0,74.0,74.0
63.0,1629303.0,66.0,60.0,64.0,62.0,69.0,67.0,68.0,63.0,70.0,69.0
60.0,1616843.0,64.0,58.0,61.0,59.0,65.0,64.0,63.0,62.0,65.0,65.0
58.0,1475947.0,61.0,56.0,56.0,57.0,62.0,62.0,59.0,60.0,62.0,62.0
57.0,1305933.0,60.0,55.0,55.0,55.0,60.0,58.0,55.0,57.0,60.0,60.0
58.0,1159938.0,59.0,53.0,55.0,55.0,58.0,57.0,54.0,55.0,58.0,59.0
58.0,1054058.0,57.0,53.0,54.0,52.0,56.0,55.0,50.0,54.0,55.0,55.0
58.0,1014568.0,54.0,53.0,54.0,53.0,53.0,54.0,49.0,53.0,53.0,55.0
60.0,991614.0,54.0,55.0,53.0,53.0,53.0,53.0,48.0,52.0,53.0,55.0
62.0,979189.0,53.0,54.0,53.0,53.0,52.0,53.0,47.0,51.0,52.0,54.0
60.0,1005013.0,53.0,56.0,55.0,53.0,53.0,52.0,47.0,50.0,51.0,53.0
60.0,1103853.0,52.0,55.0,55.0,53.0,53.0,51.0,47.0,49.0,50.0,53.0
62.0,1311714.0,53.0,59.0,57.0,56.0,53.0,50.0,47.0,47.0,51.0,51.0
63.0,1373287.0,55.0,61.0,59.0,58.0,56.0,52.0,52.0,50.0,54.0,52.0
70.0,1337729.0,59.0,65.0,65.0,63.0,61.0,61.0,61.0,62.0,60.0,55.0
74.0,1365434.0,62.0,67.0,71.0,68.0,66.0,67.0,67.0,64.0,67.0,62.0
76.0,1418871.0,67.0,71.0,74.0,73.0,69.0,73.0,73.0,71.0,71.0,68.0
