"year","month","day","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","h12","h13","h14","h15","h16","h17","h18","h19","h20","h21","h22","h23","h24"
2006,2,17,18486.70438258,18581.2346091468,18935.1815565577,19423.1345164406,20393.2719838362,22335.5330435995,25152.7825897585,25881.0302103423,24220.7265861472,22160.8606732775,20187.9809152922,18433.0618287991,17044.3522145366,16017.8090988654,15252.0006906086,15280.7450443626,16283.2696946505,18442.0701719808,20308.2891092726,21151.6078206858,21378.1524456712,20665.7423713581,19381.4537822716,18187.0903496348
2006,2,18,18510.8117830924,18601.9913467107,18953.334991638,19439.137828218,20407.4649257214,22347.0374204912,25160.2754009801,25890.205887095,24237.759926763,22186.0596702754,20221.4482001984,18474.2877358275,17092.3368735782,16071.1150594248,15309.2611416951,15340.3456802118,16343.5390402809,18501.7649209776,20364.5276858374,21201.0537905681,21422.0294909471,20707.3686661447,19418.7248214267,18219.5490844111
2006,2,19,18534.9191836048,18622.7480842747,18971.4884267183,19455.1411399955,20421.6578676067,22358.5417973829,25167.7682122016,25899.3815638477,24254.7932673788,22211.2586672734,20254.9154851046,18515.5136428559,17140.3215326199,16124.4210199841,15366.5215927816,15399.946316061,16403.8083859113,18561.4596699744,20420.7662624022,21250.4997604504,21465.9065362231,20748.9949609314,19455.9958605817,18252.0078191874
2006,2,20,22394,22294,22846,23617,24827,26392,28677,29253,28956,27442,24743,21967,19829,18421,17293,17908,19691,21411,23511,23932,23061,21783,19630,18564
2006,2,21,17609,17428,17438,17826,18766,21440,24830,25026,22319,19852,17754,16355,15505,14886,13983,13819,14544,16291,19716,21252,21490,20980,20068,19200
2006,2,22,18618,18495,18440,18397,19088,21038,24295,25420,24308,22950,21012,19241,17457,16472,15907,15959,17195,19004,21111,21783,21017,19741,18178,16688
2006,2,23,16129,16133,16070,16118,16996,18931,22296,22525,20142,17775,16428,15473,14661,14166,13508,13727,14466,16012,19514,21309,21478,21006,19828,18577
2006,2,24,18075,17872,17752,17642,18361,20529,23712,23915,20994,19617,17999,16639,15212,14421,14138,13979,14482,15705,18780,20417,21087,20834,20504,20199
2006,2,25,19942,20186,20413,20941,21589,22827,24345,26055,26347,24795,22674,20222,17999,16102,15119,15199,16196,17273,18616,18933,18373,17504,16463,15263
2006,2,26,14982,15058,15893,17199,18616,20717,23135,25756,26135,24948,22375,20619,19681,18750,17994,17939,18237,20335,24018,25640,25776,25384,24540,23923
2006,2,27,23642,24349,24955,25594,27011,29649,33142,32786,27649,24090,22024,20221,19162,18225,17261,16966,17833,20534,22737,23326,22408,21089,19439,18057
2006,2,28,16827,16416,16153,16124,16824,18835,21843,21720,19683,17185,15499,14056,13419,13282,12675,12421,12922,14143,16883,18400,17694,16724,15030,13892
2006,3,1,13262,13281,13574,13690,14521,16656,19841,20923,19350,18440,16931,15125,13663,12908,12455,12801,13424,14703,16673,17982,17482,16431,14851,13565
2006,3,2,13139,13118,13534,13950,15250,17541,20493,20628,19211,17191,15892,14192,13476,13167,12605,12656,12883,13844,15894,17675,17218,16004,14388,13193
2006,3,3,12326,12693,13046,13547,14719,17263,21216,22208,20756,19385,18164,16698,15434,14787,14221,14396,15529,17750,21378,23180,24026,23766,22611,21587
2006,3,4,21069,21225,21626,22166,22699,24214,26146,27419,26219,24217,21786,20168,18153,16264,15584,15044,15452,16823,19517,20703,20647,20504,20056,19164
2006,3,5,18736,18808,19246,19847,20704,21900,23721,25505,24379,21872,19211,17074,16022,14897,14007,13536,13965,15223,17540,18927,18394,17362,16381,15042
2006,3,6,14000,13837,13848,14134,15057,17387,21006,21856,21032,21587,21487,21319,21219,20788,20433,20590,21749,23335,24285,24358,23881,22439,20695,19273
2006,3,7,18580,18467,18529,18463,18934,21483,25228,24724,21008,18780,17370,15924,14906,14185,13309,13106,13843,15339,18338,20352,20687,20398,19378,18239
2006,3,8,18114,18713,19558,20470,22011,24675,28546,28672,23951,20545,18617,16492,15114,14151,13852,14396,16208,18413,20148,20562,19694,18792,16931,15617
2006,3,9,15206,15051,15271,15346,15962,18090,21280,21384,17994,15756,14524,13849,13173,13205,12564,12546,13068,14573,16759,18063,17261,16073,14104,12077
2006,3,10,10969,10530,10377,10182,10806,12495,15545,16121,14399,13602,13229,12870,12653,12541,12204,12404,13023,13666,14653,15949,15397,14421,12995,11621
2006,3,11,10284,9906,9683,9684,10173,11091,12862,14932,15459,15313,14605,14301,14040,13635,13480,13840,14344,15016,15896,16728,15922,14434,12829,11216
2006,3,12,9974,9344,8905,8947,9051,9225,10472,12735,14960,15350,15096,14908,14884,14576,14325,14413,14991,15289,16477,17794,17156,15556,13794,11835
2006,3,13,10635,9920,9577,9412,9967,11428,14485,14974,14022,13585,13586,13855,14251,14453,14291,14184,14610,15392,16845,18676,17805,16263,13821,11909
2006,3,14,10775,10291,10006,9661,9943,11551,14133,14762,13468,13340,13185,12977,12513,12561,12414,12944,13691,14998,17185,18769,18644,17669,16364,14820
2006,3,15,14260,14257,14618,14971,16363,19122,23161,23098,20591,19077,18118,16802,15776,14802,14014,13859,14558,15881,17699,19521,19733,19042,17516,16117
2006,3,16,15640,15612,15385,15491,16069,18065,21157,21133,18135,15972,15065,13817,13314,12909,12158,12503,13063,14116,15668,17336,17589,16611,14765,13108
2006,3,17,12221,12112,12410,12789,13466,15510,19050,19363,17874,17136,16643,16234,15282,13761,12933,13395,14442,15564,17378,18656,19161,18789,17769,16669
2006,3,18,16253,16294,16723,17348,18076,19684,21628,22909,22454,20766,19566,17795,16614,15081,14532,14234,14789,15893,18239,19989,19978,19578,18920,17982
2006,3,19,17744,17991,18604,19361,20347,21809,23989,24700,23664,21696,19208,17182,16246,15600,14725,14235,14207,15648,17957,19914,19915,19001,17845,16901
2006,3,20,16594,16610,17076,17882,19298,21759,25093,23232,19489,17997,17136,16143,16007,16014,16014,16073,16983,18343,20301,21971,21484,20453,18435,16830
2006,3,21,16112,15983,15977,16434,17206,19228,22561,23028,22501,22685,22633,22296,21860,21716,21588,22446,23753,25041,26136,26853,25891,24144,22297,20537
2006,3,22,19984,20202,20530,21325,22519,25311,28203,26815,24284,21914,20518,18580,17652,16560,15636,15441,16292,17862,20754,23200,23584,22981,21183,19872
2006,3,23,19982,20458,20997,21449,22751,25672,29144,27181,22075,18882,17242,15921,14534,13761,13283,13470,14264,15502,17737,20233,20612,19681,18151,16865
2006,3,24,16130,16338,16722,17074,17938,20367,23930,24039,21551,20128,18209,17352,16261,15249,14523,14386,15387,16805,18414,19805,20043,19306,18259,17138
2006,3,25,16304,16040,16040,16290,16766,17745,19831,22088,23338,23695,23485,23062,21910,20462,20101,19221,19422,19450,21255,23142,22648,21774,21100,20201
2006,3,26,19502,19734,19806,20613,21381,22493,24255,24360,23245,21168,19275,19120,18964,18051,17252,17154,17538,18219,19958,22069,22080,21462,20788,19837
2006,3,27,19413,19853,20360,21121,22760,25367,28752,26561,21459,18403,16675,15244,14527,14232,13453,13194,13736,14637,17044,19108,19018,18147,16853,15783
2006,3,28,15057,15285,15848,16258,17118,19196,22449,22535,20156,18062,15957,14717,13808,13448,13245,13235,14746,16526,18616,19636,18720,17702,16020,14941
2006,3,29,14334,14576,15122,15709,17190,19986,23160,21859,18120,15904,14738,13893,13571,13541,13084,13130,14198,15207,16606,18652,18733,17726,16538,15164
2006,3,30,14854,15105,15699,16395,17958,20829,24073,22499,18207,15709,14186,13278,12739,12820,12785,12814,13055,13951,15200,17475,17481,16221,13878,12123
2006,3,31,11164,10967,11057,11392,12243,14601,17967,17772,15443,14250,13878,13313,12990,12775,12832,13091,13517,14098,15130,16184,16008,15038,12891,11361
2006,4,1,10182,9467,9038,8982,9150,9645,11138,12987,14400,14710,14807,14437,13922,13628,13624,14185,15089,15724,15774,16911,16322,14994,13239,11350
2006,4,2,10124,9390,9269,9147,9164,9406,10251,12128,14173,15176,14743,14520,14418,14240,14348,14478,14862,15339,15566,16094,17972,16780,14582,12552
2006,4,3,11140,10222,9927,9582,9647,10815,13891,14784,13918,13940,13956,13812,13481,13531,13604,14132,14552,14711,15773,16323,17464,16123,14113,12257
2006,4,4,11191,10841,10659,11003,11724,14008,17996,19063,16887,15780,15165,14584,14006,13554,12960,12878,13398,14253,14851,16307,18042,17458,15308,13444
2006,4,5,12644,12351,12558,12743,13632,15858,18946,19588,17088,16195,15400,14577,13933,13490,12981,13107,13669,14246,14760,15715,17114,16707,14857,13217
2006,4,6,12436,12445,12751,13278,14425,17238,21164,21800,18324,16043,14819,13906,13046,12905,12627,12624,13099,13842,14631,15824,17784,16740,14274,12092
2006,4,7,10893,10363,10181,10092,10545,12261,14978,16065,14481,14043,13773,13377,13087,12729,13052,13624,14658,15408,15329,15852,15828,14588,13066,11413
2006,4,8,10058,9307,8948,8751,8854,9248,10048,11571,13828,14743,15132,14822,14320,13868,13317,13410,14031,14721,15553,16008,16352,15608,14355,12915
2006,4,9,12061,11686,12033,12557,13386,14680,16729,19603,20479,19527,17589,15952,14925,14150,13553,13270,13397,13889,14205,14846,17301,16626,15175,13654
2006,4,10,12758,13077,13733,14469,15818,18695,23038,23890,20352,17512,15744,14524,13606,13220,12935,13126,13791,14698,15206,15938,17444,16728,14683,12590
2006,4,11,11459,11205,11465,11857,13175,15757,19583,20169,17049,15375,14560,13612,13143,13223,13103,13418,14118,15211,15771,16118,18004,16922,14474,12461
2006,4,12,10931,10347,10168,10133,10783,12892,15925,16710,15339,14574,13607,13195,12724,12896,12688,12819,13404,14511,15465,15996,17575,16598,14644,12158
2006,4,13,10701,10168,9854,9685,10388,12070,14954,16068,14745,14707,14068,13628,13337,14077,14207,14905,15582,16679,16850,17209,18875,18390,15997,13068
2006,4,14,11251,10483,10042,9747,10104,11505,14502,15774,14867,14671,14822,15152,14035,13474,13608,14262,15454,16591,16963,17027,18168,16798,14398,12356
2006,4,15,10566,9615,9147,8925,8806,9206,10147,11800,14235,15514,16174,16309,17051,17174,17545,18201,19096,19978,20346,19646,20380,19297,17095,14490
2006,4,16,12229,10916,10273,9575,9638,10170,11071,12790,15357,16959,16629,16112,15598,15221,14937,15081,15269,15022,15148,15323,16432,15951,14053,11698
2006,4,17,10067,9243,8900,8758,8966,10195,11546,12490,13040,13304,13606,13641,13379,13048,12613,12743,13885,15192,16098,16381,16596,15749,14961,13435
2006,4,18,12513,12381,12403,12699,13462,15369,17751,18406,17563,15964,14824,14124,13831,13497,13267,13571,13960,14875,15412,15867,17024,16269,14292,12420
2006,4,19,11076,10619,10522,10563,11493,13273,15603,16064,15371,14322,14085,13883,13742,14058,13940,14020,14963,15834,16602,16514,17722,16818,14479,12297
2006,4,20,11161,10196,10033,9895,10278,11743,13740,14440,14122,13860,14155,14203,14492,15153,15847,16641,17544,18263,18421,18567,19219,18378,15790,13686
2006,4,21,11955,11127,10822,10504,10679,11787,13134,13942,13946,14301,14393,14863,15058,15008,14764,14632,14975,15453,15644,15731,16634,16158,14311,12598
2006,4,22,11138,10154,9614,9390,9559,9838,10812,11621,13418,14800,15477,15573,15354,14776,14349,14596,14555,14655,14740,14695,15673,15299,13940,11987
2006,4,23,10266,9465,9068,8900,8891,9144,10102,11909,13802,14783,14841,14731,15390,15588,15498,15886,16527,17192,17047,16906,18084,16924,14960,12976
2006,4,24,11408,10415,10017,9642,10123,11759,14159,14893,13906,13842,13708,13792,14251,15133,15576,16364,17506,18522,18768,18676,19470,18456,15593,12919
2006,4,25,11485,10539,10135,9875,10263,11859,14509,15058,13714,13391,13538,13691,14061,14977,15782,16979,17376,18125,18474,19152,19851,18526,15627,13058
2006,4,26,11541,10837,10072,9890,10359,11692,14379,15204,14063,13692,13652,13392,13190,13180,13194,13878,14836,15659,16560,17162,18174,17457,14962,12938
2006,4,27,11718,11143,11058,11071,11791,13552,16369,17049,15512,15082,14650,13864,13175,12816,12457,12970,13626,14479,14840,15582,17398,16984,14850,12371
2006,4,28,11183,11092,10949,11080,11929,14242,17849,18046,15663,14548,14169,13187,13023,12880,12674,13117,14161,14546,14416,14732,15695,15464,13992,11979
2006,4,29,10727,10192,10174,10425,11240,12217,14032,15746,16332,15880,15001,14557,13951,13354,13236,13492,14248,15092,15149,15212,15719,15074,13706,12020
2006,4,30,10681,10117,9981,10118,10428,11025,12668,15119,16966,17066,16169,15203,14765,14321,13602,13153,13442,13894,14430,14980,16364,15725,14147,12626
2006,5,1,11401,11373,11455,11390,12532,14499,17602,18029,15959,15155,14238,13634,13153,13181,13128,13488,14234,14843,15447,15847,17406,17072,14585,12381
2006,5,2,11099,10829,10625,10783,11546,13825,16888,17317,15291,14480,13747,13238,13339,13705,13426,13732,14628,15645,16185,16360,17518,17354,14712,12460
2006,5,3,11051,10302,10006,9855,10166,11669,14564,15094,13800,13441,13719,13628,13212,13175,13099,13344,13954,14982,15631,15988,16826,16588,14470,12203
2006,5,4,10761,10278,10031,10045,10506,12243,15067,15609,14167,13642,13792,13561,13867,14355,15189,15913,17282,18537,18987,18967,19578,18902,16537,13944
2006,5,5,11881,11131,10682,10399,10686,11958,14270,14806,14141,14113,14149,14195,14532,14896,14566,14860,15832,16257,16299,16460,17312,16817,14988,13215
2006,5,6,11870,10809,9914,9608,9669,10269,11535,12908,14686,15481,15570,15781,16074,15978,16484,17384,18205,18737,18046,17469,17353,16924,15095,12878
2006,5,7,11107,10184,9691,9519,9530,9728,10577,12648,15437,16493,16253,15525,15664,16052,15992,16053,16402,17431,17696,17867,18437,17118,15328,13632
2006,5,8,12550,12064,11972,11973,12535,14389,17215,18018,16839,16344,16013,15365,14630,14554,14069,14287,14955,16054,17204,17839,18374,17624,15736,13605
2006,5,9,12611,12267,12147,12074,12520,14185,17140,17241,15869,15581,15420,14905,13925,13901,13280,13665,13885,14585,15133,15701,17152,17254,15142,13013
2006,5,10,11742,11636,11625,11859,12423,14567,17621,17517,15169,14214,13863,13522,13375,13679,14053,14398,15344,16398,16961,16932,18272,17663,15774,13411
2006,5,11,11779,10954,10546,10289,10603,12041,14582,15187,14216,13875,14203,14140,14113,14009,13930,13923,14716,15709,16144,16510,16855,16543,14658,12840
2006,5,12,11876,11553,11391,11342,11978,14414,17601,18074,16184,15083,14181,13691,13389,13417,13255,13242,14045,14421,14476,14744,15941,15925,14440,12993
2006,5,13,11649,11048,10983,11029,11300,12221,13805,15441,15916,15799,15199,15103,14635,14583,14572,14856,15317,15620,15526,15388,15930,16048,14485,12619
2006,5,14,11024,10277,9801,9964,9864,10103,11174,13209,15795,16900,15973,15058,14754,14283,14104,13688,13813,14026,14336,15099,15886,15373,14194,12953
2006,5,15,11658,11022,10972,11133,11906,14109,17088,17782,16681,16063,15148,14585,14726,14344,13769,13101,13854,14703,15548,17075,17832,16671,14823,12967
2006,5,16,11682,11297,11349,11656,12474,14691,17472,17681,15769,15036,14744,14116,13379,13422,13056,13284,13757,14537,15289,16389,17202,16941,14385,12432
2006,5,17,11159,10731,10555,10585,11460,13506,16703,16690,14661,14010,13640,13486,13509,13750,13800,14000,14727,15265,15515,16250,17340,16741,14514,12372
2006,5,18,11268,10635,10356,10309,10954,12621,15651,16025,14451,13931,13487,13193,13004,13155,13248,13427,14024,14604,15416,16199,17269,17322,14750,12695
2006,5,19,11247,10608,10537,10776,11570,13306,16515,16856,15056,14516,14321,14063,13477,13115,12841,13245,13716,14327,14731,14949,15533,15612,14148,12537
2006,5,20,11150,10404,10187,10234,10385,11064,12304,13634,14286,15330,15453,15532,15469,15159,15486,16098,16595,17359,17381,16951,16757,16591,14952,12770
2006,5,21,11098,10157,9642,9538,9600,9936,10921,13099,15033,16139,15790,15660,15793,15916,16488,16935,17556,18508,18645,18328,18277,18043,15638,13477
2006,5,22,11692,10810,10245,9920,10461,11913,14296,15144,13997,13708,13781,13655,13453,13812,14026,14704,15982,17174,17587,17458,17781,17585,14850,12499
2006,5,23,10995,10269,10005,9877,10567,12278,15244,16000,14480,13638,13668,13489,13364,13412,13754,14488,15311,16627,17397,17514,17487,17412,15093,12625
2006,5,24,11053,10394,10310,10354,10939,12734,15715,15979,14437,13922,13911,13861,13690,14256,14557,15587,16850,18132,18551,18185,18133,17570,15543,12812
2006,5,25,16775.597836032,16328.8540446593,16240.4074022438,16346.732975605,16951.7115362129,18442.806312364,20806.229483086,21720.6245519112,21153.5184061721,20460.1091243963,19797.3781056805,19220.0465985881,18863.8424033711,18676.2882371305,18503.451221188,18831.0544365193,19746.5209065561,21290.4290728084,22342.9844607282,22515.4879428328,22342.1349879519,21415.7142735261,19590.4222474956,17761.1279947864
2006,5,26,16799.7052365444,16349.6107822233,16258.5608373241,16362.7362873824,16965.9044780981,18454.3106892557,20813.7222943075,21729.8002286639,21170.5517467879,20485.3081213943,19830.8453905867,19261.2725056165,18911.8270624128,18729.5941976898,18560.7116722746,18890.6550723685,19806.7902521864,21350.1238218051,22399.223037293,22564.9339127151,22386.0120332279,21457.3405683127,19627.6932866507,17793.5867295627
2006,5,27,16823.8126370568,16370.3675197872,16276.7142724044,16378.7395991598,16980.0974199834,18465.8150661475,20821.215105529,21738.9759054166,21187.5850874037,20510.5071183923,19864.3126754929,19302.4984126449,18959.8117214544,18782.9001582492,18617.9721233611,18950.2557082177,19867.0595978168,21409.8185708019,22455.4616138578,22614.3798825973,22429.8890785038,21498.9668630994,19664.9643258057,17826.0454643391
2006,5,28,16847.9200375692,16391.1242573512,16294.8677074847,16394.7429109373,16994.2903618686,18477.3194430392,20828.7079167506,21748.1515821693,21204.6184280195,20535.7061153902,19897.7799603992,19343.7243196734,19007.7963804961,18836.2061188086,18675.2325744477,19009.8563440669,19927.3289434471,21469.5133197986,22511.7001904226,22663.8258524796,22473.7661237798,21540.593157886,19702.2353649608,17858.5041991154
2006,5,29,16872.0274380817,16411.8809949151,16313.021142565,16410.7462227147,17008.4833037539,18488.8238199309,20836.2007279721,21757.3272589219,21221.6517686353,20560.9051123882,19931.2472453054,19384.9502267018,19055.7810395377,18889.5120793679,18732.4930255342,19069.4569799161,19987.5982890775,21529.2080687954,22567.9387669874,22713.2718223619,22517.6431690558,21582.2194526727,19739.5064041158,17890.9629338917
2006,5,30,16896.1348385941,16432.6377324791,16331.1745776453,16426.7495344921,17022.6762456392,18500.3281968226,20843.6935391937,21766.5029356746,21238.6851092511,20586.1041093862,19964.7145302117,19426.1761337302,19103.7656985794,18942.8180399273,18789.7534766208,19129.0576157653,20047.8676347079,21588.9028177922,22624.1773435523,22762.7177922442,22561.5202143317,21623.8457474593,19776.7774432709,17923.4216686681
2006,5,31,16920.2422391065,16453.3944700431,16349.3280127256,16442.7528462696,17036.8691875244,18511.8325737144,20851.1863504152,21775.6786124273,21255.7184498669,20611.3031063842,19998.1818151179,19467.4020407587,19151.750357621,18996.1240004867,18847.0139277073,19188.6582516146,20108.1369803382,21648.5975667889,22680.4159201171,22812.1637621264,22605.3972596077,21665.4720422459,19814.0484824259,17955.8804034444
2006,6,1,15752,14182,13128,12534,12503,13751,15801,16899,16949,18581,20177,22440,24572,26624,27823,28768,28503,27786,27504,26263,25532,24544,21235,17884
2006,6,2,15191,13920,13134,12487,12616,13752,15794,17015,17012,17815,18895,20972,23473,24925,25847,27750,28968,27274,23742,21308,21284,20979,18973,16232
2006,6,3,14140,13095,12361,11875,11683,12042,12896,14231,15637,16894,17569,18144,19128,19814,20697,21504,22046,22069,21679,20661,19244,18841,17145,14575
2006,6,4,12609,11338,10608,10289,10231,10311,11059,13045,15739,17617,18213,19228,19911,20601,20824,21330,22224,22443,21891,20407,20067,19817,17322,14422
2006,6,5,12387,11555,11024,10596,10888,12151,14377,15167,14514,14723,15000,15305,15304,15282,15555,15660,16793,17755,18218,18224,18189,17905,15570,13267
2006,6,6,11438,10807,10426,10260,10572,11868,14252,14847,14106,14115,14776,14964,15390,15440,16197,16709,17535,18660,19662,19517,19361,19134,16384,13758
2006,6,7,11848,11051,10476,10271,10684,11938,14061,14913,14298,14347,15130,16149,17375,19038,20286,21230,22236,23440,23311,22354,21639,21351,18259,15244
2006,6,8,13163,12260,11618,11106,11366,12651,14754,15373,14816,14959,15423,15859,16967,18309,18032,17245,17693,19124,19268,18797,19255,19423,17127,14088
2006,6,9,12339,11327,10896,10770,11057,12119,14337,15516,15230,15657,16319,17051,18159,19307,20687,21661,22806,23238,22773,21633,20400,20148,18114,15559
2006,6,10,13292,11915,11209,10721,10721,11007,12213,13702,15451,16430,17144,17217,17087,17900,19040,20116,20496,20384,19615,19257,18758,18579,16679,14817
2006,6,11,12759,11631,10934,10510,10346,10540,11421,12931,15390,16949,17784,17660,17656,17937,18552,19371,20487,21269,21411,20791,20429,20140,18290,15793
2006,6,12,13631,12519,12099,11016,11383,12758,14072,14371,14634,15088,15472,15610,15249,15121,15207,16145,17654,19074,19421,19131,18826,18820,16571,13806
2006,6,13,11768,10982,10532,10298,10585,11739,13270,13831,14335,15037,15751,16319,16736,17608,17885,18583,19627,20570,20723,19991,19845,19817,17550,14740
2006,6,14,12924,11893,11508,11143,11394,12535,14505,15074,15082,15157,15666,15620,15576,15265,15440,16184,17927,19466,20166,20142,19728,19683,17507,14907
2006,6,15,12842,11743,11112,10806,10908,12040,13657,14295,15072,15523,16345,16961,18143,19633,20602,21689,22745,23917,24240,23381,22004,21809,18941,15925
2006,6,16,13820,12289,11719,11306,11410,12357,13527,14279,15169,16349,17791,18523,19804,21654,22885,24264,25833,26845,26685,25226,23389,22409,19801,17008
2006,6,17,14298,12702,11887,11294,11117,11402,12111,13842,15916,17879,19495,21598,23671,25833,27635,29084,30263,30677,30027,28798,26708,25520,22841,19507
2006,6,18,16334,14442,13289,12503,12148,12010,12422,14852,18228,21293,23163,25186,27102,28340,28923,29853,30411,30560,29832,28207,26488,25220,22340,18653
2006,6,19,15864,14102,13138,12345,12295,13135,14979,16090,16499,17812,19790,21681,23229,25179,26231,26810,26693,26696,25742,24626,23809,23138,20339,17180
2006,6,20,14581,13089,12459,12160,12211,13194,14806,15835,16855,18423,20280,21527,22736,24398,25870,27208,28500,29946,30318,28828,26814,25445,22021,18254
2006,6,21,15696,14080,13078,12367,11856,12621,13231,14319,15529,17519,19293,21313,23322,25785,27804,29193,30194,31204,31212,30341,28416,26960,23186,19109
2006,6,22,16469,14938,13714,13049,12943,13929,15601,16835,18522,20742,23723,26827,29070,31081,32772,34159,35186,35847,35825,34751,33092,31928,28445,24194
2006,6,23,21277,19137,17315,16226,16173,16614,17670,18910,19077,18874,20033,21482,22646,24319,25800,28243,30401,30695,29892,27683,26641,25131,21275,18632
2006,6,24,16535,14945,13851,13115,12938,12968,13955,15689,17894,19778,20891,22360,23935,25566,27282,28703,29204,28971,27437,25607,24483,24096,22235,19753
2006,6,25,17097,15327,14203,13438,13165,13268,13955,15830,18329,20175,20780,21474,23589,25896,27856,28844,27076,25946,24685,23600,23163,22414,20235,17878
2006,6,26,15725,14546,13914,13356,13514,14684,16210,17053,17990,19542,21251,23174,25059,26659,25783,25129,25261,25143,25037,24435,23342,22380,19770,17190
2006,6,27,15197,13119,13049,12864,13038,14397,15725,16483,17191,18512,19152,19975,20541,19389,18553,18394,18279,19040,20160,20373,19922,20373,18469,15950
2006,6,28,13897,12681,12150,11678,12032,12977,14681,15595,16379,18075,20580,22561,24567,26303,27604,28651,27847,25703,25682,24384,23008,22498,20816,17638
2006,6,29,14743,13545,12841,12350,12501,13405,14855,15883,16453,18185,20519,22141,23954,25373,26279,27385,27400,27592,27251,26334,24762,24146,21354,17833
2006,6,30,15131,13466,12385,11775,11769,12644,14050,15421,16086,17213,18558,20247,21876,23339,24303,25628,27137,27896,27784,26305,24023,22959,20622,17286
2006,7,1,14448,12631,11557,11028,10754,11155,11857,13524,15815,17898,19943,21997,24290,26195,27503,29091,30714,31594,31464,29827,27836,26867,24497,20844
2006,7,2,17471,15109,13787,12880,12473,12328,12860,15231,19388,23312,26179,28506,30749,32550,33460,34170,35140,36043,36050,34200,31738,30176,26782,22920
2006,7,3,19238,16864,15296,14232,13734,14102,15205,16754,19778,23346,26920,29684,31857,33347,31899,30467,30746,31884,32158,31382,29378,28527,25855,22190
2006,7,4,18742,16484,14911,14001,13485,13601,14121,15988,20071,24385,28868,31801,34085,35631,36470,37358,36882,33037,28960,26238,24167,22823,21764,19894
2006,7,5,16757,14629,14003,13529,13300,14135,15972,17195,18818,21894,23767,24995,26364,26852,24958,24397,25401,26475,24832,21880,22664,22932,20747,17871
2006,7,6,15772,14615,13858,13411,13513,14381,15750,16690,17299,18386,18980,19673,20864,21268,21921,22848,24193,25985,25767,24448,23431,23228,20628,17463
2006,7,7,14802,13112,12113,11365,11582,12420,13774,14689,15531,17022,18217,18914,19719,20604,21344,22177,22955,23832,23711,22923,21443,21520,19182,16418
2006,7,8,13923,12613,11723,11228,11057,10906,11345,12906,15019,16619,18202,19249,19898,21229,22192,23278,24692,25652,25399,24139,22016,21258,19145,16041
2006,7,9,13463,11892,11054,10551,10302,10451,11143,12871,15549,17328,18463,19632,21328,22851,23492,23590,24305,24456,23889,23101,21811,21583,19700,16782
2006,7,10,14672,13437,12787,12014,12043,13024,14411,15618,16435,17736,19624,22119,24478,26666,28076,29197,29322,30366,30440,29351,28137,26809,23384,19681
2006,7,11,16815,15274,14318,13528,13481,14385,15715,16626,17782,19803,22170,24196,26084,28120,29724,30492,30596,30895,30560,29115,27357,26003,22812,19315
2006,7,12,17045,15539,14748,14019,14203,15180,17028,18085,18924,21315,24372,26821,29249,30557,31992,33156,33363,31593,31083,30183,28633,27712,24705,21367
2006,7,13,18739,17147,15993,14970,14927,15720,17586,18552,19690,21935,24134,26661,29051,31269,31375,28965,24093,24932,25458,24707,24115,23215,20611,18197
2006,7,14,16530,15310,14383,13547,13721,14484,16076,17668,19008,21333,24066,26064,28053,29274,31013,31885,29387,29575,28853,28268,27538,26824,23833,20445
2006,7,15,17542,15845,14707,14084,13910,13813,14551,16329,18649,20862,22083,23720,24566,26416,29121,31246,32600,33540,33208,31617,29322,28031,25002,21163
2006,7,16,18145,16001,14610,13679,13054,13059,13355,15596,19577,23196,25570,27887,29761,30986,31799,32837,34049,34299,33884,32315,29704,28111,24917,20695
2006,7,17,17783,16069,14931,14079,13859,14652,15802,17253,19172,21548,24535,27431,30028,32003,33579,34797,36186,37241,37299,35860,33621,32422,28241,23549
2006,7,18,20474,18355,16821,15535,15103,15717,17194,18601,20273,22649,25922,28810,31052,33260,34782,36228,37327,38393,37645,35942,33500,31689,27074,22908
2006,7,19,19945,17920,16380,15619,15292,15878,16960,18310,20080,22437,25309,27855,30495,32696,34159,35558,35730,33192,31219,29042,26950,25328,22409,19014
2006,7,20,16430,14899,13886,13252,13271,14061,15377,16822,18220,20178,22677,24376,26917,29619,31364,31971,31443,33691,34654,32442,30504,28953,25275,21387
2006,7,21,18677,16730,15703,14996,14720,15602,17019,18476,20455,22348,25355,27994,30486,32484,33678,33521,32484,32694,31996,30427,29036,27501,24694,21514
2006,7,22,18884,17269,16366,15655,14921,15073,15480,17501,19781,22476,25389,27168,28464,29568,30359,30591,31470,31671,31554,29666,27701,26576,23310,20107
2006,7,23,17433,15685,14487,13720,13355,13317,13948,15656,18323,20866,22733,24712,26036,27552,28296,29054,29672,29987,29131,27751,25986,24718,21763,18551
2006,7,24,15941,14534,13485,12905,12938,13892,15015,16201,17689,19482,21539,23584,25533,27114,28457,29400,30428,30704,30551,29324,27572,26551,23029,19304
2006,7,25,16691,15174,14282,13724,13664,14702,15876,17018,17587,18233,18980,19543,19642,19936,20877,22653,24718,25945,26351,26161,25397,24901,22033,19008
2006,7,26,16349,14609,14016,13315,13428,14506,16353,17398,17963,19045,21918,24537,26982,29478,30687,32035,33374,34161,33763,31557,29855,28138,24627,20533
2006,7,27,17932,16339,15112,14218,14257,15190,16527,17839,18893,21285,24216,27188,29016,31187,33037,34213,35241,36150,35860,34223,32240,30842,27567,23684
